timestamp_utc,open,high,low,close,volume,pair,timeframe,source,ingested_at_utc
2025-04-18 01:00:00+00:00,0.81804,0.81897,0.81778,0.8182,1295,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 02:00:00+00:00,0.81804,0.81905,0.81796,0.81818,1836,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 03:00:00+00:00,0.81818,0.81912,0.81723,0.81834,3988,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 04:00:00+00:00,0.81834,0.819,0.81801,0.81823,10149,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 05:00:00+00:00,0.81821,0.81832,0.81775,0.81789,9673,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 06:00:00+00:00,0.81789,0.818,0.81737,0.81791,8256,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 07:00:00+00:00,0.8179,0.81841,0.81776,0.81839,7560,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 08:00:00+00:00,0.81837,0.81869,0.81807,0.81867,9312,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 09:00:00+00:00,0.8187,0.81943,0.81819,0.81925,8281,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 10:00:00+00:00,0.81862,0.81934,0.8176,0.81806,6877,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 11:00:00+00:00,0.81807,0.81906,0.81775,0.819,8974,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 12:00:00+00:00,0.81899,0.81916,0.81832,0.81862,9662,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 13:00:00+00:00,0.81861,0.81888,0.81811,0.8186,8985,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 14:00:00+00:00,0.81859,0.81909,0.8177,0.81788,8149,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 15:00:00+00:00,0.81786,0.818,0.81761,0.81788,7043,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 16:00:00+00:00,0.81782,0.8183,0.81679,0.8178,6638,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 17:00:00+00:00,0.81781,0.81846,0.81679,0.81714,8727,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 18:00:00+00:00,0.81715,0.81787,0.81688,0.81728,9671,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 19:00:00+00:00,0.8173,0.81745,0.81691,0.81732,10280,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 20:00:00+00:00,0.8173,0.81747,0.81683,0.8169,9805,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 21:00:00+00:00,0.81691,0.81698,0.81621,0.81652,7386,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 22:00:00+00:00,0.81652,0.81663,0.81616,0.81634,3584,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-18 23:00:00+00:00,0.81634,0.81667,0.81473,0.81473,5682,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 00:00:00+00:00,0.81542,0.81592,0.8148,0.81531,227,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 01:00:00+00:00,0.81489,0.81648,0.81324,0.81358,2495,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 02:00:00+00:00,0.81354,0.81379,0.8119,0.81235,2937,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 03:00:00+00:00,0.81235,0.81241,0.81083,0.81184,4256,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 04:00:00+00:00,0.81184,0.81186,0.81089,0.81101,2743,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 05:00:00+00:00,0.81101,0.81149,0.8068,0.80856,3230,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 06:00:00+00:00,0.80856,0.80897,0.80784,0.80858,2139,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 07:00:00+00:00,0.80864,0.80973,0.80799,0.80799,1679,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 08:00:00+00:00,0.80799,0.80838,0.80719,0.80784,1759,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 09:00:00+00:00,0.80796,0.80979,0.80783,0.80931,2441,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 10:00:00+00:00,0.80934,0.80955,0.80402,0.80432,3118,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 11:00:00+00:00,0.80434,0.80674,0.80408,0.80501,3744,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
2025-04-21 12:00:00+00:00,0.805,0.80542,0.80384,0.80532,3221,USDCHF,H1,MT5,2026-02-08 11:27:13.174716+00:00
